drybulb_0,drybulb_1,drybulb_2,relhum_0,relhum_1,relhum_2,winddir_0,winddir_1,winddir_2,dirnorrad_0,dirnorrad_1,dirnorrad_2,windspd_0,windspd_1,windspd_2
5.531731866128253,5.354165991418429e-16,0.0025503494379979213,17.312887196077604,7.655758290299035e-16,0.0023171275985263765,73.99846538345739,2.247335012962023e-18,0.0004022980129103162,339.50655583199057,1.109979752159573e-16,0.0009781921717708856,1.6465572511872184,5.773423839741046e-17,0.00034504554659700267
6.296987886752473,-18.37939545101641,0.0032927574852391005,26.89980028209289,48.24389442660823,0.0028504187949797925,121.18544159745429,-5.569855519060834,0.00041032509443521725,313.06926981739434,-229.64178672062152,0.0007193708230523063,4.086377622918517,2.5089188988589313,0.0007510372359620145
6.619040933413719,-18.664304242283556,0.003608267595341775,26.044689860397067,41.35954190005853,0.0026977256179925423,124.70901021276995,-10.468362778768975,0.0004059588210355508,330.3646580713501,-230.95176245880322,0.0007319673815948639,3.7344122252055985,2.7587106410445874,0.0006951929701194048
10.160787405222424,-24.044956583191386,0.00817315374056242,28.059256400548882,33.120901055761216,0.003274465936260023,117.5332247227396,-67.3649801593057,0.00028956332422106905,353.0999671471678,-138.18938200799863,0.0007365177293275775,2.48092777384965,-0.5762654380700298,0.0004519540600043944
8.965652964500435,-27.810085465464635,0.006418685409294511,28.640567020363054,35.136716418242706,0.002072119580716672,114.16570357570829,-73.34051872269548,0.00033270599309594877,337.34720604682275,-153.70686452115498,0.0006539508781613312,2.599962220230255,0.39753075313800457,0.0004711556802551001
5.834370992906247,-16.948265382386587,0.0026763618819641262,23.80702560950917,35.97574628568506,0.0017479389158869733,121.5112526075626,1.3938195401797993,0.00022236799376019613,304.48712231479556,-167.26744679224237,0.0006617542648395976,2.2684289173863004,-0.13847502430329792,0.0003545035557279645
5.846912161428547,-17.51473411920329,0.0030260302801396054,22.928264174872925,33.78843297355866,0.0021817682297865,125.47140231743982,-40.33980207618979,0.00022503830993938332,311.9404718573039,-99.91965174893764,0.0005551023187750031,2.2980360732831473,-0.9933691307089395,0.00036900521569906315
5.886002006743365,-17.545345214926126,0.002994805727553983,24.756242785004453,35.13300969956945,0.0022990185530303406,124.69352506125679,-43.979397411378514,0.00022156390389365486,324.82760622291147,-190.4950762991104,0.0006763591681881524,2.155008652187599,-1.4749794520106125,0.0003358421257239707
6.225567711822869,-18.86868834790005,0.0032237732980814416,25.164600257481787,36.44484593856067,0.002540740295842482,115.08234324189904,-11.661192126351743,0.00022592325839444606,318.9046072103548,-171.25032105972085,0.0007130313613933945,2.447046925509774,-0.010357159868676061,0.0004000474442903945
5.787671489128143,-18.44488360035816,0.0028255774013602095,24.16568788228818,34.900050419653404,0.0022036704154805783,116.000749783143,-18.892720143088134,0.00022493060843508988,315.3467210989689,-165.94005989379687,0.0007208964418559406,2.2592631252096695,-0.12789246331105236,0.0003552026983491191
